259754578.0,0,0,1527
65279896.0,0,0,1527
65313610.0,0,0,1527
65308063.0,0,0,1527
4637259468.0,0,0,1527
65325295.0,0,0,1527
311781835.0,228,0,1527
65327127.0,211,0,1527
259754578.0,0,0,1527
65279896.0,0,0,1527
65313610.0,0,0,1527
65308063.0,0,0,1527
4637259468.0,0,0,1527
65325295.0,0,0,1527
311781835.0,136,0,1527
65327127.0,128,0,1527
259754578.0,1,0,1527
65279896.0,0,0,1527
65313610.0,0,0,1527
65308063.0,1,0,1527
4637259468.0,1,0,1527
65325295.0,0,0,1527
311781835.0,303,0,1527
65327127.0,280,0,1527
259754578.0,1,0,1527
65279896.0,0,0,1527
65313610.0,0,0,1527
65308063.0,1,0,1527
4637259468.0,0,0,1527
65325295.0,0,0,1527
311781835.0,248,0,1527
65327127.0,229,0,1527
