65313610.0,0,0,1710
65308063.0,0,0,1710
4637259468.0,0,0,1710
65325295.0,0,0,1710
259754578.0,0,0,1710
65279896.0,0,0,1710
311781835.0,65,0,1710
65327127.0,97,0,1710
259754578.0,0,0,1710
65279896.0,0,0,1710
65313610.0,1,0,1710
65308063.0,1,0,1710
4637259468.0,0,0,1710
65325295.0,0,0,1710
311781835.0,91,0,1710
65327127.0,90,0,1710
259754578.0,0,0,1710
65279896.0,0,0,1710
65313610.0,0,0,1710
65308063.0,0,0,1710
4637259468.0,0,0,1710
65325295.0,0,0,1710
65305283.0,0,0,1710
65311908.0,0,0,1710
259754578.0,0,0,1710
65279896.0,0,0,1710
65313610.0,0,0,1710
65308063.0,0,0,1710
4637259468.0,0,0,1710
65325295.0,0,0,1710
65305283.0,0,0,1710
65311908.0,0,0,1710
