259754578.0,0,0,1451
65279896.0,0,0,1451
65313610.0,0,0,1451
65308063.0,0,0,1451
4637259468.0,0,0,1451
65325295.0,0,0,1451
311781835.0,1,3,1451
65327127.0,1,3,1451
259754578.0,0,0,1451
65279896.0,0,0,1451
65313610.0,0,0,1451
65308063.0,0,0,1451
4637259468.0,0,0,1451
65325295.0,0,0,1451
311781835.0,0,0,1451
65327127.0,0,0,1451
259754578.0,1,3,1451
65279896.0,0,0,1451
65313610.0,0,0,1451
65308063.0,1,0,1451
4637259468.0,0,0,1451
65325295.0,0,0,1451
311781835.0,191,171,1451
65327127.0,213,189,1451
259754578.0,0,0,1451
65279896.0,0,0,1451
65313610.0,0,0,1451
65308063.0,1,0,1451
4637259468.0,0,0,1451
65325295.0,0,0,1451
311781835.0,215,0,1451
65327127.0,244,0,1451
