,day,05:59:59,10:59:59,16:59:59,23:59:59
0,2008-05-17,0,25,32,19
1,2008-05-18,25,41,45,70
2,2008-05-19,23,45,30,49
3,2008-05-20,12,24,38,40
4,2008-05-21,21,21,52,0
5,2008-05-22,0,29,68,68
6,2008-05-23,13,44,43,31
7,2008-05-24,12,41,20,12
8,2008-05-25,16,23,23,26
9,2008-05-26,19,32,35,1
10,2008-05-27,16,34,41,50
11,2008-05-28,20,41,33,27
12,2008-05-29,20,34,42,55
13,2008-05-30,13,40,52,36
14,2008-05-31,13,22,16,0
15,2008-06-01,0,18,43,85
16,2008-06-02,27,40,37,33
17,2008-06-03,16,17,29,53
18,2008-06-04,24,31,45,58
19,2008-06-05,20,48,46,0
20,2008-06-06,8,67,69,47
21,2008-06-07,23,24,30,31
22,2008-06-08,12,42,50,75
23,2008-06-09,28,31,3,11
