259754578.0,0,0,1816
65279896.0,0,0,1816
4637259468.0,0,0,1816
65325295.0,0,0,1816
65313610.0,0,0,1816
65308063.0,0,0,1816
311781835.0,1,0,1816
65327127.0,2,0,1816
259754578.0,0,0,1816
65279896.0,0,0,1816
65313610.0,0,0,1816
65308063.0,0,0,1816
4637259468.0,0,0,1816
65325295.0,0,0,1816
65305283.0,0,0,1816
65311908.0,0,0,1816
259754578.0,0,0,1816
65279896.0,0,0,1816
65313610.0,0,0,1816
65308063.0,0,0,1816
4637259468.0,0,0,1816
65325295.0,0,0,1816
311781835.0,255,0,1816
65327127.0,291,0,1816
259754578.0,0,0,1816
65279896.0,0,0,1816
65313610.0,0,0,1816
65308063.0,1,0,1816
4637259468.0,0,0,1816
65325295.0,0,0,1816
311781835.0,185,0,1816
65327127.0,234,0,1816
